Governorate,Cases,Deaths,Recoveries,Active Cases,Date,Today's Cases,Vaccine Ratio,The Proportion Of Fully Vaccinated
#adm1+name,#affected+infected+confirmed,#affected+infected+dead,#affected+infected+recovered,#affected+infected+active,#date,#affected+infected+today,,
Nablus Governorate,2930,33,2197,700,2020-10-02,,,
Qalqilya Governorate,1607,19,997,591,2020-10-02,,,
Jericho Governorate,1521,3,1295,223,2020-10-02,,,
Tulkarm Governorate,1371,8,1016,347,2020-10-02,,,
Jenin Governorate,1182,8,913,261,2020-10-02,,,
Salfit Governorate,447,1,324,122,2020-10-02,,,
Tubas Governorate,321,3,276,42,2020-10-02,,,
Hebron Governorate,16809,158,15322,1329,2020-10-01,,,
East Jerusalem,10740,58,9532,1150,2020-10-01,,,
Ramallah and al-Bireh Governorate,4432,25,3416,991,2020-10-01,,,
Jerusalem Governorate,3705,16,2986,703,2020-10-01,,,
Bethlehem Governorate,3077,22,2383,672,2020-10-01,,,
Gaza strip,3075,22,1655,1398,2020-10-01,,,
Nablus Governorate,2915,33,2170,712,2020-10-01,,,
Qalqilya Governorate,1594,19,968,607,2020-10-01,,,
Jericho Governorate,1501,3,1261,237,2020-10-01,,,
Tulkarm Governorate,1324,8,922,394,2020-10-01,,,
Jenin Governorate,1124,8,900,216,2020-10-01,,,
Salfit Governorate,446,1,324,121,2020-10-01,,,
Tubas Governorate,320,3,270,47,2020-10-01,,,
Hebron Governorate,16704,158,15174,1372,2020-09-30,,,
East Jerusalem,10642,57,9485,1100,2020-09-30,,,
Ramallah and al-Bireh Governorate,4380,24,3225,1131,2020-09-30,,,
Jerusalem Governorate,3691,16,2986,689,2020-09-30,,,
Bethlehem Governorate,3041,20,2201,820,2020-09-30,,,
Gaza strip,2948,21,1595,1332,2020-09-30,,,
Nablus Governorate,2892,31,2044,817,2020-09-30,,,
Qalqilya Governorate,1590,19,930,641,2020-09-30,,,
Jericho Governorate,1491,3,1261,227,2020-09-30,,,
Tulkarm Governorate,1324,8,872,444,2020-09-30,,,
Jenin Governorate,1073,7,876,190,2020-09-30,,,
Salfit Governorate,446,1,319,126,2020-09-30,,,
Tubas Governorate,319,3,260,56,2020-09-30,,,
Hebron Governorate,16554,153,14863,1538,2020-09-28,,,
East Jerusalem,10574,54,9166,1354,2020-09-28,,,
Ramallah and al-Bireh Governorate,4287,23,3225,1039,2020-09-28,,,
Jerusalem Governorate,3659,15,2648,996,2020-09-28,,,
Bethlehem Governorate,2950,18,2029,903,2020-09-28,,,
Gaza strip,2826,21,1320,1485,2020-09-28,,,
Nablus Governorate,2818,29,1869,920,2020-09-28,,,
Qalqilya Governorate,1568,18,900,650,2020-09-28,,,
Jericho Governorate,1433,3,1261,169,2020-09-28,,,
Tulkarm Governorate,1260,8,763,489,2020-09-28,,,
Jenin Governorate,1016,7,791,218,2020-09-28,,,
Salfit Governorate,441,1,302,138,2020-09-28,,,
Tubas Governorate,309,3,249,57,2020-09-28,,,
Hebron Governorate,16486,153,14699,1634,2020-09-27,,,
East Jerusalem,10489,52,8653,1784,2020-09-27,,,
Ramallah and al-Bireh Governorate,4244,22,2950,1272,2020-09-27,,,
Jerusalem Governorate,3639,14,2648,977,2020-09-27,,,
Bethlehem Governorate,2900,17,1816,1067,2020-09-27,,,
Gaza strip,2791,21,1175,1595,2020-09-27,,,
Nablus Governorate,2751,27,1780,944,2020-09-27,,,
Qalqilya Governorate,1556,17,866,673,2020-09-27,,,
Jericho Governorate,1404,3,1133,268,2020-09-27,,,
Tulkarm Governorate,1194,8,704,482,2020-09-27,,,
Jenin Governorate,997,5,761,231,2020-09-27,,,
Salfit Governorate,433,1,287,145,2020-09-27,,,
Tubas Governorate,308,3,249,56,2020-09-27,,,
Hebron Governorate,16353,152,14405,1796,2020-09-25,,,
East Jerusalem,10319,49,8526,1744,2020-09-25,,,
Ramallah and al-Bireh Governorate,4187,19,2166,2002,2020-09-25,,,
Jerusalem Governorate,3623,14,2648,961,2020-09-25,,,
Bethlehem Governorate,2817,17,1602,1198,2020-09-25,,,
Gaza strip,2658,17,940,1701,2020-09-25,,,
Nablus Governorate,2622,24,1698,900,2020-09-25,,,
Qalqilya Governorate,1543,17,788,738,2020-09-25,,,
Jericho Governorate,1372,3,1133,236,2020-09-25,,,
Tulkarm Governorate,1138,8,637,493,2020-09-25,,,
Jenin Governorate,950,3,694,253,2020-09-25,,,
Salfit Governorate,400,1,248,151,2020-09-25,,,
Tubas Governorate,300,3,224,73,2020-09-25,,,
Hebron Governorate,16262,150,14322,1790,2020-09-24,,,
East Jerusalem,10239,48,8407,1784,2020-09-24,,,
Ramallah and al-Bireh Governorate,4144,19,2166,1959,2020-09-24,,,
Jerusalem Governorate,3608,14,2648,946,2020-09-24,,,
Bethlehem Governorate,2771,17,1602,1152,2020-09-24,,,
Gaza strip,2613,17,850,1746,2020-09-24,,,
Nablus Governorate,2599,22,1698,879,2020-09-24,,,
Qalqilya Governorate,1536,17,788,731,2020-09-24,,,
Jericho Governorate,1353,3,1133,217,2020-09-24,,,
Tulkarm Governorate,1082,8,598,476,2020-09-24,,,
Jenin Governorate,931,3,657,271,2020-09-24,,,
Salfit Governorate,392,1,248,143,2020-09-24,,,
Tubas Governorate,300,3,224,73,2020-09-24,,,
Hebron Governorate,16129,148,14188,1793,2020-09-23,,,
East Jerusalem,10034,45,8133,1856,2020-09-23,,,
Ramallah and al-Bireh Governorate,4110,19,2166,1925,2020-09-23,,,
Jerusalem Governorate,3603,14,2648,941,2020-09-23,,,
Bethlehem Governorate,2719,17,1487,1215,2020-09-23,,,
Nablus Governorate,2538,22,1667,849,2020-09-23,,,
Gaza strip,2518,17,738,1763,2020-09-23,,,
Qalqilya Governorate,1497,17,746,734,2020-09-23,,,
Jericho Governorate,1338,3,1133,202,2020-09-23,,,
Tulkarm Governorate,1054,8,553,493,2020-09-23,,,
Jenin Governorate,912,3,552,357,2020-09-23,,,
Salfit Governorate,369,1,194,174,2020-09-23,,,
Tubas Governorate,296,3,216,77,2020-09-23,,,
Hebron Governorate,15979,147,14065,1767,2020-09-22,,,
East Jerusalem,10034,45,8133,1856,2020-09-22,,,
Ramallah and al-Bireh Governorate,4092,17,2166,1909,2020-09-22,,,
Jerusalem Governorate,3595,14,2501,1080,2020-09-22,,,
Bethlehem Governorate,2640,17,1487,1136,2020-09-22,,,
Nablus Governorate,2474,22,1496,956,2020-09-22,,,
Gaza strip,2445,17,648,1780,2020-09-22,,,
Qalqilya Governorate,1473,17,711,745,2020-09-22,,,
Jericho Governorate,1327,3,1015,309,2020-09-22,,,
Tulkarm Governorate,1004,8,531,465,2020-09-22,,,
Jenin Governorate,898,3,466,429,2020-09-22,,,
Salfit Governorate,359,1,187,171,2020-09-22,,,
Tubas Governorate,294,3,196,95,2020-09-22,,,
Hebron Governorate,15674,141,13526,2007,2020-09-18,,,
East Jerusalem,9760,38,7792,1930,2020-09-18,,,
Gaza strip,2313,17,486,1810,2020-09-18,,,
Ramallah and al-Bireh Governorate,3829,16,2166,1647,2020-09-18,,,
Jerusalem Governorate,3487,14,2200,1273,2020-09-18,,,
Nablus Governorate,2305,22,1247,1036,2020-09-18,,,
Bethlehem Governorate,2468,15,1487,966,2020-09-18,,,
Qalqilya Governorate,1406,16,597,793,2020-09-18,,,
Jericho Governorate,1263,3,665,595,2020-09-18,,,
Tulkarm Governorate,879,4,428,447,2020-09-18,,,
Jenin Governorate,789,2,357,430,2020-09-18,,,
Tubas Governorate,277,2,117,158,2020-09-18,,,
Salfit Governorate,313,1,170,142,2020-09-18,,,
Hebron Governorate,15480,139,13277,2064,2020-09-17,,,
East Jerusalem,9502,34,7482,1986,2020-09-17,,,
Gaza strip,2176,16,420,1740,2020-09-17,,,
Ramallah and al-Bireh Governorate,3616,16,2166,1434,2020-09-17,,,
Jerusalem Governorate,3371,14,2200,1157,2020-09-17,,,
Nablus Governorate,2227,20,1247,960,2020-09-17,,,
Bethlehem Governorate,2355,13,1487,855,2020-09-17,,,
Qalqilya Governorate,1349,15,597,737,2020-09-17,,,
Jericho Governorate,1234,2,665,567,2020-09-17,,,
Jenin Governorate,724,2,338,384,2020-09-17,,,
Tulkarm Governorate,771,4,410,357,2020-09-17,,,
Tubas Governorate,254,2,105,147,2020-09-17,,,
Salfit Governorate,286,1,148,137,2020-09-17,,,
Hebron Governorate,15295,139,13055,2101,2020-09-16,,,
East Jerusalem,9373,33,7374,1966,2020-09-16,,,
Gaza strip,2100,16,356,1728,2020-09-16,,,
Ramallah and al-Bireh Governorate,3480,15,2166,1299,2020-09-16,,,
Jerusalem Governorate,3253,14,1964,1275,2020-09-16,,,
Bethlehem Governorate,2297,13,1268,1016,2020-09-16,,,
Nablus Governorate,2095,20,1157,918,2020-09-16,,,
Qalqilya Governorate,1326,15,597,714,2020-09-16,,,
Jericho Governorate,1208,2,665,541,2020-09-16,,,
Jenin Governorate,686,2,338,346,2020-09-16,,,
Tulkarm Governorate,732,4,397,331,2020-09-16,,,
Tubas Governorate,251,2,98,151,2020-09-16,,,
Salfit Governorate,283,1,148,134,2020-09-16,,,
Hebron Governorate,15165,134,12804,2227,2020-09-15,,,
East Jerusalem,9166,32,7227,1907,2020-09-15,,,
Gaza strip,2006,15,303,1688,2020-09-15,,,
Ramallah and al-Bireh Governorate,3382,14,2166,1202,2020-09-15,,,
Jerusalem Governorate,3158,14,1964,1180,2020-09-15,,,
Bethlehem Governorate,2223,13,1268,942,2020-09-15,,,
Nablus Governorate,2023,18,1157,848,2020-09-15,,,
Qalqilya Governorate,1292,13,569,710,2020-09-15,,,
Jericho Governorate,1173,2,665,506,2020-09-15,,,
Jenin Governorate,654,2,306,346,2020-09-15,,,
Tulkarm Governorate,689,3,372,314,2020-09-15,,,
Tubas Governorate,242,0,82,160,2020-09-15,,,
Salfit Governorate,243,1,148,94,2020-09-15,,,
Hebron Governorate ,15003,132,12604,2267,2020-09-14,,,
East Jerusalem,8936,29,7170,1737,2020-09-14,,,
Gaza strip,1927,15,243,1669,2020-09-14,,,
Jerusalem Governorate,3028,14,1964,1050,2020-09-14,,,
Ramallah and al-Bireh Governorate,3192,14,2166,1012,2020-09-14,,,
Bethlehem Governorate,2173,13,1154,1006,2020-09-14,,,
Nablus Governorate,1955,17,1157,781,2020-09-14,,,
Qalqilya Governorate,1259,13,569,677,2020-09-14,,,
Jericho Governorate,1158,2,665,491,2020-09-14,,,
Tulkarm Governorate,659,3,364,292,2020-09-14,,,
Jenin Governorate,549,2,306,241,2020-09-14,,,
Tubas Governorate,241,0,72,169,2020-09-14,,,
Salfit Governorate,218,1,142,75,2020-09-14,,,
Hebron Governorate,14604,125,11972,2507,2020-09-11,,,
East Jerusalem,8610,28,6903,1679,2020-09-11,,,
Gaza strip,1631,11,114,1506,2020-09-11,,,
Ramallah and al-Bireh Governorate,2888,12,1583,1293,2020-09-11,,,
Bethlehem Governorate,2002,12,1009,981,2020-09-11,,,
Jerusalem Governorate,2782,14,1964,804,2020-09-11,,,
Nablus Governorate,1758,13,1113,632,2020-09-11,,,
Qalqilya Governorate,1159,11,569,579,2020-09-11,,,
Jericho Governorate,1099,2,665,432,2020-09-11,,,
Tulkarm Governorate,534,2,342,190,2020-09-11,,,
Tubas Governorate,210,0,67,143,2020-09-11,,,
Jenin Governorate,394,1,290,103,2020-09-11,,,
Salfit Governorate,195,1,100,94,2020-09-11,,,
Hebron Governorate,14447,123,11195,3129,2020-09-10,,,
East Jerusalem,8550,26,6662,1862,2020-09-10,,,
Gaza strip,1551,10,114,1427,2020-09-10,,,
Ramallah and al-Bireh Governorate,2801,12,1583,1206,2020-09-10,,,
Bethlehem Governorate,1946,12,925,1009,2020-09-10,,,
Jerusalem Governorate,2718,12,1964,742,2020-09-10,,,
Nablus Governorate,1732,13,1089,630,2020-09-10,,,
Qalqilya Governorate,1143,11,512,620,2020-09-10,,,
Jericho Governorate,1082,2,665,415,2020-09-10,,,
Tulkarm Governorate,502,1,336,165,2020-09-10,,,
Tubas Governorate,188,0,66,122,2020-09-10,,,
Salfit Governorate,195,1,100,94,2020-09-10,,,
Jenin Governorate,359,1,272,86,2020-09-10,,,
Hebron Governorate,14244,120,10868,3256,2020-09-08,,,
East Jerusalem,8155,25,6447,1683,2020-09-08,,,
Ramallah and al-Bireh Governorate,2618,12,1313,1293,2020-09-08,,,
Gaza strip,1269,9,89,1171,2020-09-08,,,
Jerusalem Governorate,2613,12,1664,937,2020-09-08,,,
Bethlehem Governorate,1847,10,925,912,2020-09-08,,,
Qalqilya Governorate,1060,10,446,604,2020-09-08,,,
Nablus Governorate,1579,12,1089,478,2020-09-08,,,
Jericho Governorate,1019,2,642,375,2020-09-08,,,
Tulkarm Governorate,471,1,328,142,2020-09-08,,,
Jenin Governorate,340,1,253,86,2020-09-08,,,
Tubas Governorate,140,0,63,77,2020-09-08,,,
Salfit Governorate,163,1,99,63,2020-09-08,,,
Hebron Governorate,14100,119,10496,3485,2020-09-07,,,
East Jerusalem,8022,22,6238,1762,2020-09-07,,,
Ramallah and al-Bireh Governorate,2559,11,1313,1235,2020-09-07,,,
Gaza strip,1151,9,89,1053,2020-09-07,,,
Jerusalem Governorate,2579,11,1664,904,2020-09-07,,,
Bethlehem Governorate,1791,10,925,856,2020-09-07,,,
Qalqilya Governorate,1035,9,418,608,2020-09-07,,,
Nablus Governorate,1504,11,1067,426,2020-09-07,,,
Jericho Governorate,997,2,572,423,2020-09-07,,,
Tulkarm Governorate,451,1,320,130,2020-09-07,,,
Jenin Governorate,331,1,246,84,2020-09-07,,,
Tubas Governorate,129,0,63,66,2020-09-07,,,
Salfit Governorate,152,0,97,55,2020-09-07,,,
Hebron Governorate,13772,115,9928,3729,2020-09-04,,,
East Jerusalem,7675,22,5925,1728,2020-09-04,,,
Ramallah and al-Bireh Governorate,2395,11,1313,1071,2020-09-04,,,
,2440,11,1664,765,2020-09-04,,,
Bethlehem Governorate,1652,8,925,719,2020-09-04,,,
Gaza strip,697,5,89,603,2020-09-04,,,
Qalqilya Governorate,962,6,385,571,2020-09-04,,,
Jericho Governorate,943,2,473,468,2020-09-04,,,
Nablus Governorate,1359,10,1000,349,2020-09-04,,,
Tulkarm Governorate,402,1,295,106,2020-09-04,,,
Jenin Governorate,303,1,232,70,2020-09-04,,,
Salfit Governorate,123,0,75,48,2020-09-04,,,
Tubas Governorate,94,0,58,36,2020-09-04,,,
Hebron Governorate,13552,114,9823,3615,2020-09-03,,,
East Jerusalem,7458,22,5575,1861,2020-09-03,,,
Ramallah and al-Bireh Governorate,2303,10,1165,1128,2020-09-03,,,
Jerusalem Governorate,2378,11,1664,703,2020-09-03,,,
Bethlehem Governorate,1604,7,925,672,2020-09-03,,,
Qalqilya Governorate,924,6,366,552,2020-09-03,,,
Gaza strip,581,5,76,500,2020-09-03,,,
Jericho Governorate,922,2,425,495,2020-09-03,,,
Nablus Governorate,1332,10,1000,322,2020-09-03,,,
Tulkarm Governorate,386,1,290,95,2020-09-03,,,
Jenin Governorate,299,1,228,70,2020-09-03,,,
Salfit Governorate,105,0,75,30,2020-09-03,,,
Tubas Governorate,85,0,58,27,2020-09-03,,,
Hebron Governorate,13328,112,9704,3512,2020-09-02,,,
East Jerusalem,7458,22,5575,1861,2020-09-02,,,
Jerusalem Governorate,2324,10,1448,866,2020-09-02,,,
Ramallah and al-Bireh Governorate,2242,9,1008,1225,2020-09-02,,,
Bethlehem Governorate,1543,7,925,611,2020-09-02,,,
Nablus Governorate,1306,10,921,375,2020-09-02,,,
Jericho Governorate,908,2,425,481,2020-09-02,,,
Qalqilya Governorate,881,5,330,546,2020-09-02,,,
Gaza strip,483,5,76,402,2020-09-02,,,
Tulkarm Governorate,386,1,290,95,2020-09-02,,,
Jenin Governorate,292,1,224,67,2020-09-02,,,
Salfit Governorate,101,0,74,27,2020-09-02,,,
Tubas Governorate,81,0,58,23,2020-09-02,,,
Hebron Governorate,13095,111,9584,3400,2020-09-01,,,
East Jerusalem,7209,21,5454,1734,2020-09-01,,,
Jerusalem Governorate,2282,10,1448,824,2020-09-01,,,
Ramallah and al-Bireh Governorate,2192,9,1008,1175,2020-09-01,,,
Bethlehem Governorate,1493,6,925,562,2020-09-01,,,
Nablus Governorate,1265,9,902,354,2020-09-01,,,
Jericho Governorate,888,2,425,461,2020-09-01,,,
Qalqilya Governorate,841,5,330,506,2020-09-01,,,
Gaza strip,400,5,76,319,2020-09-01,,,
Tulkarm Governorate,375,1,284,90,2020-09-01,,,
Jenin Governorate,274,1,224,49,2020-09-01,,,
Salfit Governorate,100,0,74,26,2020-09-01,,,
Tubas Governorate,76,0,58,18,2020-09-01,,,
Hebron Governorate,12892,109,9433,3350,2020-08-31,,,
East Jerusalem,7209,21,5454,1734,2020-08-31,,,
Jerusalem Governorate,2256,10,1448,798,2020-08-31,,,
Nablus Governorate,1201,9,902,290,2020-08-31,,,
Ramallah and al-Bireh Governorate,2124,6,1008,1110,2020-08-31,,,
Bethlehem Governorate,1443,6,872,565,2020-08-31,,,
Qalqilya Governorate,785,4,277,504,2020-08-31,,,
Gaza strip,356,4,72,280,2020-08-31,,,
Jericho Governorate,878,2,425,451,2020-08-31,,,
Tulkarm Governorate,363,1,273,89,2020-08-31,,,
Jenin Governorate,259,1,222,36,2020-08-31,,,
Salfit Governorate,98,0,66,32,2020-08-31,,,
Tubas Governorate,74,0,58,16,2020-08-31,,,
Hebron Governorate,12240,105,8837,3298,2020-08-28,,,
East Jerusalem,6859,17,4692,2150,2020-08-28,,,
Ramallah and al-Bireh Governorate,1928,5,1008,915,2020-08-28,,,
Jerusalem Governorate,2137,10,1448,679,2020-08-28,,,
Bethlehem Governorate,1364,5,872,487,2020-08-28,,,
Qalqilya Governorate,690,3,277,410,2020-08-28,,,
Jericho Governorate,804,1,406,397,2020-08-28,,,
Nablus Governorate,1150,9,798,343,2020-08-28,,,
Gaza strip,192,3,72,117,2020-08-28,,,
Tulkarm Governorate,346,1,244,101,2020-08-28,,,
Salfit Governorate,91,0,55,36,2020-08-28,,,
Jenin Governorate,241,1,216,24,2020-08-28,,,
Tubas Governorate,68,0,58,10,2020-08-28,,,
Hebron Governorate,11954,105,8837,3012,2020-08-27,,,
East Jerusalem,6709,17,4625,2067,2020-08-27,,,
Ramallah and al-Bireh Governorate,1882,5,1008,869,2020-08-27,,,
Jerusalem Governorate,2088,9,1448,631,2020-08-27,,,
Bethlehem Governorate,1315,5,872,438,2020-08-27,,,
Nablus Governorate,1131,8,723,400,2020-08-27,,,
Qalqilya Governorate,656,3,260,393,2020-08-27,,,
Jericho Governorate,794,1,406,387,2020-08-27,,,
Tulkarm Governorate,330,1,244,85,2020-08-27,,,
Gaza strip,135,3,72,60,2020-08-27,,,
Salfit Governorate,92,0,55,37,2020-08-27,,,
Jenin Governorate,234,1,211,22,2020-08-27,,,
Tubas Governorate,66,0,58,8,2020-08-27,,,
Hebron Governorate,11689,103,8687,2899,2020-08-26,,,
East Jerusalem,6609,17,4565,2027,2020-08-26,,,
Ramallah and al-Bireh Governorate,1802,5,1008,789,2020-08-26,,,
Jerusalem Governorate,2049,8,1448,593,2020-08-26,,,
Nablus Governorate,1114,8,623,483,2020-08-26,,,
Bethlehem Governorate,1281,5,872,404,2020-08-26,,,
Jericho Governorate,774,1,406,367,2020-08-26,,,
Qalqilya Governorate,620,2,260,358,2020-08-26,,,
Tulkarm Governorate,328,0,229,99,2020-08-26,,,
Gaza strip,115,2,72,41,2020-08-26,,,
Salfit Governorate,87,0,55,32,2020-08-26,,,
Jenin Governorate,232,1,211,20,2020-08-26,,,
Tubas Governorate,64,0,58,6,2020-08-26,,,
Hebron Governorate,11484,102,8457,2925,2020-08-25,,,
East Jerusalem,6484,17,4507,1960,2020-08-25,,,
Ramallah and al-Bireh Governorate,1714,5,540,1169,2020-08-25,,,
Jerusalem Governorate,2010,8,1448,554,2020-08-25,,,
Nablus Governorate,1102,8,623,471,2020-08-25,,,
Jericho Governorate,756,1,390,365,2020-08-25,,,
Qalqilya Governorate,582,2,235,345,2020-08-25,,,
Bethlehem Governorate,1220,5,872,343,2020-08-25,,,
Tulkarm Governorate,322,0,203,119,2020-08-25,,,
Gaza strip,113,1,72,40,2020-08-25,,,
Salfit Governorate,85,0,53,32,2020-08-25,,,
Jenin Governorate,228,1,211,16,2020-08-25,,,
Tubas Governorate,62,0,58,4,2020-08-25,,,
Tulkarm Governorate,312,0,191,121,2020-08-24,,,
Salfit Governorate,81,0,43,38,2020-08-24,,,
Tubas Governorate,59,0,56,3,2020-08-24,,,
Jericho Governorate,738,1,390,347,2020-08-24,,,
Gaza strip,109,1,72,36,2020-08-24,,,
Jenin Governorate,226,1,211,14,2020-08-24,,,
Qalqilya Governorate,550,2,235,313,2020-08-24,,,
Ramallah and al-Bireh Governorate,1658,5,540,1113,2020-08-24,,,
Bethlehem Governorate,1173,5,592,576,2020-08-24,,,
Nablus Governorate,1081,7,600,474,2020-08-24,,,
Jerusalem Governorate,1973,8,1276,689,2020-08-24,,,
East Jerusalem,6364,17,4340,2007,2020-08-24,,,
Hebron Governorate,11253,100,7664,3489,2020-08-24,,,
Hebron Governorate,10690,94,6629,3967,2020-08-20,,,
East Jerusalem,5950,12,4048,1890,2020-08-20,,,
Ramallah and al-Bireh Governorate,1475,3,540,932,2020-08-20,,,
Jerusalem Governorate,1888,7,1276,605,2020-08-20,,,
Bethlehem Governorate,1087,5,592,490,2020-08-20,,,
Nablus Governorate,1009,5,538,466,2020-08-20,,,
Jericho Governorate,623,1,362,260,2020-08-20,,,
Qalqilya Governorate,470,2,210,258,2020-08-20,,,
Tulkarm Governorate,286,0,164,122,2020-08-20,,,
Gaza strip,117,1,71,45,2020-08-20,,,
Salfit Governorate,64,0,39,25,2020-08-20,,,
Jenin Governorate,222,1,206,15,2020-08-20,,,
Tubas Governorate,58,0,55,3,2020-08-20,,,
Hebron Governorate,10586,90,6298,4198,2020-08-19,,,
East Jerusalem,5821,12,4009,1800,2020-08-19,,,
Ramallah and al-Bireh Governorate,1422,3,540,879,2020-08-19,,,
Jerusalem Governorate,1850,7,1276,567,2020-08-19,,,
Bethlehem Governorate,1064,5,592,467,2020-08-19,,,
Nablus Governorate,942,5,529,408,2020-08-19,,,
Qalqilya Governorate,451,2,203,246,2020-08-19,,,
Jericho Governorate,578,1,355,222,2020-08-19,,,
Tulkarm Governorate,285,0,157,128,2020-08-19,,,
Gaza strip,94,1,71,22,2020-08-19,,,
Salfit Governorate,57,0,36,21,2020-08-19,,,
Jenin Governorate,219,1,200,18,2020-08-19,,,
Tubas Governorate,58,0,55,3,2020-08-19,,,
Hebron Governorate,10331,89,6067,4175,2020-08-17,,,
East Jerusalem,5547,11,3810,1726,2020-08-17,,,
Ramallah and al-Bireh Governorate,1356,3,540,813,2020-08-17,,,
Jerusalem Governorate,1693,7,1169,517,2020-08-17,,,
Bethlehem Governorate,1004,5,592,407,2020-08-17,,,
Nablus Governorate,867,4,510,353,2020-08-17,,,
Qalqilya Governorate,396,2,178,216,2020-08-17,,,
Jericho Governorate,521,1,355,165,2020-08-17,,,
Tulkarm Governorate,266,0,135,131,2020-08-17,,,
Salfit Governorate,56,0,36,20,2020-08-17,,,
Jenin Governorate,213,1,198,14,2020-08-17,,,
Gaza strip,83,1,71,11,2020-08-17,,,
Tubas Governorate,58,0,55,3,2020-08-17,,,
Bethlehem Governorate,708,3,463,242,2020-08-06,,,
Gaza strip,78,1,70,7,2020-08-06,,,
Hebron Governorate,8636,72,4515,4049,2020-08-06,,,
Jenin Governorate,197,1,74,122,2020-08-06,,,
Jericho Governorate,408,1,115,292,2020-08-06,,,
Jerusalem Governorate,1383,6,570,807,2020-08-06,,,
Nablus Governorate,581,2,300,279,2020-08-06,,,
Ramallah and al-Bireh Governorate,970,2,540,428,2020-08-06,,,
Salfit Governorate,34,0,25,9,2020-08-06,,,
Tulkarm Governorate,126,0,60,66,2020-08-06,,,
Qalqilya Governorate,225,1,139,85,2020-08-06,,,
Tubas Governorate,52,0,36,16,2020-08-06,,,
East Jerusalem,4036,3,1510,2523,2020-08-06,,,
Bethlehem Governorate,642,2,348,292,2020-07-30,,,
Gaza strip,75,1,70,4,2020-07-30,,,
Hebron Governorate,7640,67,3487,4086,2020-07-30,,,
Jenin Governorate,145,1,43,101,2020-07-30,,,
Jericho Governorate,290,0,1,289,2020-07-30,,,
Jerusalem Governorate,1147,5,268,874,2020-07-30,,,
Nablus Governorate,481,2,214,265,2020-07-30,,,
Ramallah and al-Bireh Governorate,736,2,280,454,2020-07-30,,,
Salfit Governorate,33,0,19,14,2020-07-30,,,
Tulkarm Governorate,112,0,44,68,2020-07-30,,,
Qalqilya Governorate,195,1,42,152,2020-07-30,,,
Tubas Governorate,52,0,17,35,2020-07-30,,,
East Jerusalem,3290,3,1274,2013,2020-07-30,,,
Bethlehem Governorate,576,1,140,435,2020-07-23,,,
Gaza strip,75,1,68,6,2020-07-23,,,
Hebron Governorate,6789,56,2057,4676,2020-07-23,,,
Jenin Governorate,78,1,16,61,2020-07-23,,,
Jericho Governorate,165,0,1,164,2020-07-23,,,
Jerusalem Governorate,784,4,139,641,2020-07-23,,,
Nablus Governorate,339,2,183,154,2020-07-23,,,
Ramallah and al-Bireh Governorate,654,1,84,569,2020-07-23,,,
Salfit Governorate,29,0,5,24,2020-07-23,,,
Tulkarm Governorate,64,0,10,54,2020-07-23,,,
Qalqilya Governorate,143,1,17,125,2020-07-23,,,
Tubas Governorate,48,0,0,48,2020-07-23,,,
East Jerusalem,2131,3,674,1454,2020-07-23,,,
